Datum,Uhrzeit,Druck (bar),Heizöl (Liter),IST Rücklauf (°C),IST Vorlauf (°C)
2020-01-14,19:24:00,1.6690,1137.6890,40.5290,45.8220
2020-01-14,19:25:00,1.7250,1136.1930,39.3720,49.4040
2020-01-14,19:26:00,1.6740,1137.5210,38.8470,49.4840
2020-01-14,19:27:00,1.6190,1137.6890,39.5190,46.7670
2020-01-14,19:28:00,1.5580,1136.2300,40.5410,44.1890
2020-01-14,19:29:00,1.5320,1137.6510,41.1030,42.9730
2020-01-14,19:30:00,1.6210,1138.6990,40.8910,43.9810
2020-01-14,19:31:00,1.7290,1137.6510,39.9310,47.9560
2020-01-14,19:32:00,1.6900,1137.5950,38.8740,49.8330
2020-01-14,19:33:00,1.6350,1136.1930,39.1870,47.9390
2020-01-14,19:34:00,1.5770,1136.1370,40.1410,45.1170
2020-01-14,19:35:00,1.5130,1137.6510,40.9660,43.3150
2020-01-14,19:36:00,1.5770,1137.6890,41.1100,42.8460
2020-01-14,19:37:00,1.6770,1134.9590,40.3270,46.3470
2020-01-14,19:38:00,1.7070,1135.0900,39.2570,49.6940
2020-01-14,19:39:00,1.6540,1134.9960,38.9590,49.0690
2020-01-14,19:40:00,1.5970,1136.4170,39.7360,46.1790
2020-01-14,19:41:00,1.5380,1136.1930,40.7100,43.8940
2020-01-14,19:42:00,1.5350,1136.3800,41.1200,42.7660
2020-01-14,19:43:00,1.6280,1136.3240,40.7470,44.7750
2020-01-14,19:44:00,1.7200,1134.8650,39.6750,48.5860
2020-01-14,19:45:00,1.6730,1135.1460,38.8840,49.7720
2020-01-14,19:46:00,1.6170,1135.2390,39.3350,47.4360
2020-01-14,19:47:00,1.5580,1133.8180,40.3460,44.7600
2020-01-14,19:48:00,1.4980,1135.6320,41.0830,43.2000
2020-01-14,19:49:00,1.5860,1135.0520,41.0370,43.2200
2020-01-14,19:50:00,1.6880,1133.9490,40.1460,47.0750
2020-01-14,19:51:00,1.6910,1133.6870,39.0570,49.9530
2020-01-14,19:52:00,1.6360,1135.1460,39.0820,48.7540
2020-01-14,19:53:00,1.5790,1133.7240,39.9430,45.6860
2020-01-14,19:54:00,1.5160,1133.7620,40.8740,43.6250
2020-01-14,19:55:00,1.5530,1133.7240,41.1760,42.7950
2020-01-14,19:56:00,1.6350,1133.6870,40.6150,45.3730
2020-01-14,19:57:00,1.7080,1132.4530,39.5230,49.0350
2020-01-14,19:58:00,1.6580,1133.8180,38.9010,49.6060
2020-01-14,19:59:00,1.6030,1133.8180,39.4920,46.9260
2020-01-14,20:00:00,1.5390,1133.7620,40.4980,44.3720
2020-01-14,20:01:00,1.5030,1133.5940,41.1130,42.9800
2020-01-14,20:02:00,1.5920,1131.2560,40.9710,43.7150
2020-01-14,20:03:00,1.6960,1133.7240,39.9870,47.6240
2020-01-14,20:04:00,1.6700,1132.5280,39.0010,49.9380
2020-01-14,20:05:00,1.6210,1133.6870,39.2130,48.2950
2020-01-14,20:06:00,1.5630,1133.7620,40.0950,45.3730
2020-01-14,20:07:00,1.4990,1132.5280,40.9640,43.5760
2020-01-14,20:08:00,1.5490,1132.3970,41.1570,42.7220
2020-01-14,20:09:00,1.6420,1131.3120,40.4510,45.9760
2020-01-14,20:10:00,1.6850,1132.3970,39.3260,49.4160
2020-01-14,20:11:00,1.6370,1131.3500,38.9790,49.4280
2020-01-14,20:12:00,1.5810,1132.5280,39.6870,46.5110
2020-01-14,20:13:00,1.5220,1131.1630,40.6490,44.0060
2020-01-14,20:14:00,1.5120,1131.3500,41.1840,42.8410
2020-01-14,20:15:00,1.6010,1133.6310,40.8420,44.4970
2020-01-14,20:16:00,1.7010,1131.3120,39.8070,48.3320
2020-01-14,20:17:00,1.6530,1131.1630,38.9450,49.8820
2020-01-14,20:18:00,1.6020,1131.3500,39.3920,47.6340
2020-01-14,20:19:00,1.5390,1131.2190,40.2560,44.8820
2020-01-14,20:20:00,1.4770,1131.1630,41.0300,43.1810
2020-01-14,20:21:00,1.5520,1132.0410,41.0490,43.0340
2020-01-14,20:22:00,1.6510,1131.2190,40.2410,46.7430
2020-01-14,20:23:00,1.6660,1129.8350,39.1550,49.8430
2020-01-14,20:24:00,1.6150,1129.9840,39.0420,48.8180
2020-01-14,20:25:00,1.5580,1129.9840,39.8630,45.9830
2020-01-14,20:26:00,1.5010,1129.9280,40.8000,43.7150
2020-01-14,20:27:00,1.5140,1130.3960,41.1880,42.7610
2020-01-14,20:28:00,1.6080,1129.8350,40.7000,45.1360
2020-01-14,20:29:00,1.6870,1128.6940,39.6360,48.8350
2020-01-14,20:30:00,1.6340,1129.7970,38.8840,49.8360
2020-01-14,20:31:00,1.5820,1129.5730,39.4790,47.3090
2020-01-14,20:32:00,1.5230,1129.8910,40.4440,44.5430
2020-01-14,20:33:00,1.4700,1130.0220,41.1370,43.0980
2020-01-14,20:34:00,1.5570,1128.6190,41.0830,43.4150
2020-01-14,20:35:00,1.6580,1127.4600,40.0950,47.2410
2020-01-14,20:36:00,1.6540,1128.9370,39.0740,49.8680
2020-01-14,20:37:00,1.6000,1127.5530,39.1300,48.6490
2020-01-14,20:38:00,1.5430,1128.6570,40.0070,45.6150
2020-01-14,20:39:00,1.4850,1128.7500,40.9080,43.5860
2020-01-14,20:40:00,1.5160,1129.9280,41.2010,42.7170
2020-01-14,20:41:00,1.6090,1127.3290,40.6250,45.6320
2020-01-14,20:42:00,1.6670,1130.0780,39.4650,49.2040
2020-01-14,20:43:00,1.6180,1128.6190,38.9180,49.5940
2020-01-14,20:44:00,1.5650,1127.4600,39.5890,46.9060
2020-01-14,20:45:00,1.5050,1128.7500,40.5900,44.2180
2020-01-14,20:46:00,1.4790,1127.3290,41.1790,42.9610
2020-01-14,20:47:00,1.5670,1127.8710,40.9270,43.8840
2020-01-14,20:48:00,1.6650,1127.6470,39.9900,47.8190
2020-01-14,20:49:00,1.6350,1127.3850,38.9500,49.9290
2020-01-14,20:50:00,1.5820,1127.3850,39.1840,48.0980
2020-01-14,20:51:00,1.5270,1128.6190,40.1580,45.1950
2020-01-14,20:52:00,1.4650,1127.3290,40.9640,43.3780
2020-01-14,20:53:00,1.5190,1128.8810,41.1400,42.8510
2020-01-14,20:54:00,1.6160,1126.0570,40.3930,46.2810
2020-01-14,20:55:00,1.6530,1127.4600,39.3280,49.6430
2020-01-14,20:56:00,1.6070,1126.2440,39.0160,49.3600
2020-01-14,20:57:00,1.5470,1127.4230,39.7460,46.3540
2020-01-14,20:58:00,1.4870,1127.3850,40.7290,43.9940
2020-01-14,20:59:00,1.4810,1126.8800,41.1710,42.8580
2020-01-14,21:00:00,1.5660,1126.0010,40.8390,44.5700
2020-01-14,21:01:00,1.6670,1126.0570,39.7850,48.3490
2020-01-14,21:02:00,1.6190,1126.0570,38.9400,49.9530
2020-01-14,21:03:00,1.5660,1127.2360,39.3820,47.6510
2020-01-14,21:04:00,1.5110,1127.5530,40.3270,44.8750
2020-01-14,21:05:00,1.4490,1126.0950,41.1370,43.2290
2020-01-14,21:06:00,1.5200,1126.6560,41.1350,42.9800
2020-01-14,21:07:00,1.6250,1126.1880,40.2490,46.7350
2020-01-14,21:08:00,1.6370,1126.0010,39.2040,49.9460
2020-01-14,21:09:00,1.5870,1126.1880,39.0890,49.1500
2020-01-14,21:10:00,1.5300,1126.0010,39.8460,46.0490
2020-01-14,21:11:00,1.4700,1127.4230,40.8250,43.8080
2020-01-14,21:12:00,1.4760,1126.0950,41.2300,42.8000
2020-01-14,21:13:00,1.5700,1125.9640,40.7510,44.9310
2020-01-14,21:14:00,1.6510,1126.0570,39.6850,48.6350
2020-01-14,21:15:00,1.6080,1126.1510,38.9200,49.7680
2020-01-14,21:16:00,1.5560,1126.2820,39.4260,47.3480
2020-01-14,21:17:00,1.4940,1126.0950,40.4340,44.6240
2020-01-14,21:18:00,1.4400,1127.2360,41.1490,43.2220
2020-01-14,21:19:00,1.5230,1126.0570,41.0690,43.2880
2020-01-14,21:20:00,1.6240,1125.9080,40.1970,47.0970
2020-01-14,21:21:00,1.6250,1124.7670,39.0570,50.0000
2020-01-14,21:22:00,1.5740,1125.0480,39.1550,48.7180
2020-01-14,21:23:00,1.5210,1126.0950,39.9900,45.8080
2020-01-14,21:24:00,1.4570,1125.9080,40.9520,43.6590
2020-01-14,21:25:00,1.4830,1123.6260,41.2060,42.7410
2020-01-14,21:26:00,1.5720,1123.3650,40.6340,45.4780
2020-01-14,21:27:00,1.6410,1124.8230,39.5310,49.0790
2020-01-14,21:28:00,1.5940,1123.4960,38.9130,49.6890
2020-01-14,21:29:00,1.5390,1123.4020,39.5210,47.0060
2020-01-14,21:30:00,1.4810,1123.4580,40.5540,44.4260
2020-01-14,21:31:00,1.4470,1124.6920,41.1660,43.0390
2020-01-14,21:32:00,1.5310,1123.4960,40.9690,43.8010
2020-01-14,21:33:00,1.6360,1124.9170,40.0310,47.6070
2020-01-14,21:34:00,1.6090,1123.5520,39.0080,50.0870
2020-01-14,21:35:00,1.5560,1123.4580,39.2230,48.3170
2020-01-14,21:36:00,1.5000,1123.4960,40.1190,45.3630
2020-01-14,21:37:00,1.4390,1123.3090,41.0440,43.4760
2020-01-14,21:38:00,1.4720,1123.4960,41.2100,42.7460
2020-01-14,21:39:00,1.5720,1122.2240,40.5320,46.0860
2020-01-14,21:40:00,1.6260,1122.1300,39.4310,49.4870
2020-01-14,21:41:00,1.5760,1122.1680,38.9720,49.6040
2020-01-14,21:42:00,1.5200,1123.4960,39.6430,46.6690
2020-01-14,21:43:00,1.4620,1122.0370,40.6290,44.1720
2020-01-14,21:44:00,1.4390,1122.2610,41.1960,42.9540
2020-01-14,21:45:00,1.5260,1122.3920,40.9520,44.0500
2020-01-14,21:46:00,1.6260,1120.9900,39.9630,47.9850
2020-01-14,21:47:00,1.5850,1122.2240,38.9250,49.8380
2020-01-14,21:48:00,1.5350,1120.9900,39.2840,47.8900
2020-01-14,21:49:00,1.4790,1122.2610,40.1750,45.0870
2020-01-14,21:50:00,1.4210,1122.3170,40.9490,43.4250
2020-01-14,21:51:00,1.4810,1122.3550,41.0810,42.9120
2020-01-14,21:52:00,1.5730,1120.9900,40.3750,46.4840
2020-01-14,21:53:00,1.6030,1122.1300,39.2840,49.6940
2020-01-14,21:54:00,1.5530,1121.1210,38.9740,49.1600
2020-01-14,21:55:00,1.5010,1120.8030,39.7750,46.2370
2020-01-14,21:56:00,1.4430,1121.0270,40.7290,43.9280
2020-01-14,21:57:00,1.4440,1121.1210,41.1150,42.8270
2020-01-14,21:58:00,1.5330,1119.6620,40.7490,44.7650
2020-01-14,21:59:00,1.6190,1119.7930,39.7290,48.6130
2020-01-14,22:00:00,1.5740,1120.8960,38.8760,49.9070
2020-01-14,22:01:00,1.5250,1119.6990,39.3940,47.5210
2020-01-14,22:02:00,1.4670,1119.6620,40.3220,44.6600
2020-01-14,22:03:00,1.4080,1120.2600,41.1030,43.2290
2020-01-14,22:04:00,1.4860,1119.7560,41.0690,43.1250
2020-01-14,22:05:00,1.5870,1120.9900,40.2090,46.8790
2020-01-14,22:06:00,1.5900,1119.6250,39.1080,49.9430
2020-01-14,22:07:00,1.5420,1119.6990,39.1110,48.7740
2020-01-14,22:08:00,1.4860,1119.6620,39.8480,45.7860
2020-01-14,22:09:00,1.4280,1119.6250,40.8100,43.6790
2020-01-14,22:10:00,1.4550,1118.3900,41.1930,42.7560
2020-01-14,22:11:00,1.5480,1118.4280,40.6540,45.6270
2020-01-14,22:12:00,1.6090,1118.5590,39.5620,49.1620
2020-01-14,22:13:00,1.5590,1118.1470,38.9060,49.7040
2020-01-14,22:14:00,1.5130,1118.2970,39.5750,47.1380
2020-01-14,22:15:00,1.4510,1118.4280,40.5660,44.4260
2020-01-14,22:16:00,1.4130,1118.2970,41.1930,43.0410
2020-01-14,22:17:00,1.4930,1117.1560,40.9930,43.6420
2020-01-14,22:18:00,1.5890,1119.5690,40.0430,47.4040
2020-01-14,22:19:00,1.5770,1118.4840,39.0160,49.9750
2020-01-14,22:20:00,1.5290,1118.3900,39.2330,48.4860
2020-01-14,22:21:00,1.4720,1118.5210,40.0310,45.5630
2020-01-14,22:22:00,1.4140,1116.9320,40.9660,43.5150
2020-01-14,22:23:00,1.4460,1117.0070,41.2320,42.7340
2020-01-14,22:24:00,1.5370,1117.1000,40.5290,45.6830
2020-01-14,22:25:00,1.5920,1115.8660,39.4650,49.2600
2020-01-14,22:26:00,1.5460,1116.0160,38.9200,49.5500
2020-01-14,22:27:00,1.4940,1117.1940,39.5530,46.8570
2020-01-14,22:28:00,1.4340,1117.0630,40.5440,44.2040
2020-01-14,22:29:00,1.4110,1117.1000,41.1690,42.9710
2020-01-14,22:30:00,1.4920,1118.2410,40.9030,44.0470
2020-01-14,22:31:00,1.5950,1117.1560,39.8990,47.8850
2020-01-14,22:32:00,1.5580,1117.0070,38.9500,49.9530
2020-01-14,22:33:00,1.5060,1115.7720,39.2350,47.9320
2020-01-14,22:34:00,1.4520,1115.6980,40.1580,45.1360
2020-01-14,22:35:00,1.3960,1118.2970,40.9860,43.4540
2020-01-14,22:36:00,1.4510,1115.6980,41.1470,42.8120
2020-01-14,22:37:00,1.5470,1117.0070,40.3560,46.3910
2020-01-14,22:38:00,1.5770,1115.9220,39.2890,49.6550
2020-01-14,22:39:00,1.5290,1115.7720,38.9890,49.1690
2020-01-14,22:40:00,1.4730,1115.9220,39.7140,46.3010
2020-01-14,22:41:00,1.4180,1114.8190,40.6810,43.9420
2020-01-14,22:42:00,1.4140,1115.8660,41.1470,42.7830
2020-01-14,22:43:00,1.5010,1117.0070,40.8120,44.5840
2020-01-14,22:44:00,1.5870,1116.0160,39.7290,48.5250
2020-01-14,22:45:00,1.5440,1115.8660,38.9160,49.6970
2020-01-14,22:46:00,1.4900,1114.6880,39.4040,47.4580
2020-01-14,22:47:00,1.4370,1115.9220,40.2900,44.7580
2020-01-14,22:48:00,1.3830,1116.0160,41.0520,43.1340
2020-01-14,22:49:00,1.4600,1114.4070,41.0100,43.2290
2020-01-14,22:50:00,1.5560,1115.9590,40.1580,46.9380
2020-01-14,22:51:00,1.5640,1114.5940,39.0550,49.8040
2020-01-14,22:52:00,1.5170,1113.3600,39.1080,48.9080
2020-01-14,22:53:00,1.4610,1115.7720,39.8550,45.9570
2020-01-14,22:54:00,1.4020,1115.3240,40.8540,43.7180
2020-01-14,22:55:00,1.4190,1113.2670,41.1690,42.7170
2020-01-14,22:56:00,1.5080,1115.7350,40.6610,45.2000
2020-01-14,22:57:00,1.5750,1114.6320,39.5840,48.8080
2020-01-14,22:58:00,1.5280,1114.4070,38.8890,49.6870
2020-01-14,22:59:00,1.4770,1114.5010,39.4580,47.1410
2020-01-14,23:00:00,1.4240,1114.6880,40.4560,44.3960
2020-01-14,23:01:00,1.3850,1113.4540,41.1180,43.0170
2020-01-14,23:02:00,1.4630,1113.3600,41.0050,43.5640
2020-01-14,23:03:00,1.5600,1113.4160,40.0850,47.4630
2020-01-14,23:04:00,1.5460,1112.5370,38.9690,49.9310
2020-01-14,23:05:00,1.5000,1113.4160,39.1820,48.4170
2020-01-14,23:06:00,1.4440,1113.3230,40.0210,45.3930
2020-01-14,23:07:00,1.3900,1113.3230,40.9570,43.5350
2020-01-14,23:08:00,1.4190,1113.3230,41.1540,42.6800
2020-01-14,23:09:00,1.5110,1113.4910,40.5200,45.8540
2020-01-14,23:10:00,1.5640,1113.1360,39.3650,49.2720
2020-01-14,23:11:00,1.5180,1113.4540,38.9570,49.5500
2020-01-14,23:12:00,1.4650,1113.2670,39.5800,46.8330
2020-01-14,23:13:00,1.4120,1113.2290,40.6050,44.1400
2020-01-14,23:14:00,1.3890,1113.2670,41.1130,42.8730
2020-01-14,23:15:00,1.4690,1113.1360,40.8880,44.0450
2020-01-14,23:16:00,1.5720,1112.0320,39.9140,48.0000
2020-01-14,23:17:00,1.5340,1113.2290,38.9200,49.8920
2020-01-14,23:18:00,1.4830,1113.3230,39.2910,48.0390
2020-01-14,23:19:00,1.4300,1113.3230,40.2050,45.0680
2020-01-14,23:20:00,1.3740,1113.5470,41.0220,43.3200
2020-01-14,23:21:00,1.4330,1113.3230,41.1320,42.7920
2020-01-14,23:22:00,1.5210,1110.7980,40.4000,46.4720
2020-01-14,23:23:00,1.5510,1112.1260,39.2060,49.6330
2020-01-14,23:24:00,1.5030,1112.0890,39.0300,49.2720
2020-01-14,23:25:00,1.4510,1112.0890,39.7770,46.2420
2020-01-14,23:26:00,1.3940,1110.7050,40.7050,43.9160
2020-01-14,23:27:00,1.3920,1110.5740,41.1590,42.8900
2020-01-14,23:28:00,1.4770,1112.1820,40.8250,44.5890
2020-01-14,23:29:00,1.5650,1110.8540,39.6970,48.5000
2020-01-14,23:30:00,1.5170,1109.4890,38.8890,49.8120
2020-01-14,23:31:00,1.4680,1110.7050,39.3990,47.5170
2020-01-14,23:32:00,1.4130,1110.7980,40.3490,44.7020
2020-01-14,23:33:00,1.3620,1111.3030,41.1030,43.1120
2020-01-14,23:34:00,1.4360,1112.1260,41.0250,43.1880
2020-01-14,23:35:00,1.5340,1110.4800,40.2020,47.0530
2020-01-14,23:36:00,1.5350,1109.4890,39.1400,49.9380
2020-01-14,23:37:00,1.4830,1110.8540,39.1160,48.6470
2020-01-14,23:38:00,1.4340,1110.6670,39.9240,45.7730
2020-01-14,23:39:00,1.3770,1110.7610,40.9000,43.6490
2020-01-14,23:40:00,1.4030,1112.0320,41.1910,42.7240
2020-01-14,23:41:00,1.4910,1110.6300,40.6270,45.4980
2020-01-14,23:42:00,1.5490,1109.5270,39.5190,49.1720
2020-01-14,23:43:00,1.5030,1109.5270,38.9180,49.6060
2020-01-14,23:44:00,1.4540,1109.4890,39.5820,46.9260
2020-01-14,23:45:00,1.3980,1109.4890,40.5560,44.4060
2020-01-14,23:46:00,1.3690,1109.2090,41.1540,42.9880
2020-01-14,23:47:00,1.4500,1109.5270,40.9470,43.9280
2020-01-14,23:48:00,1.5480,1109.3960,40.0140,47.6140
2020-01-14,23:49:00,1.5240,1109.4890,38.9990,49.9920
2020-01-14,23:50:00,1.4740,1109.4330,39.2450,48.2290
2020-01-14,23:51:00,1.4220,1109.3400,40.1630,45.3610
2020-01-14,23:52:00,1.3680,1110.7050,41.0130,43.5440
2020-01-14,23:53:00,1.4080,1109.5270,41.2300,42.7290
2020-01-14,23:54:00,1.4980,1109.3400,40.4780,46.0490
2020-01-14,23:55:00,1.5410,1109.5640,39.3310,49.5010
2020-01-14,23:56:00,1.4900,1109.3400,38.9740,49.3670
2020-01-14,23:57:00,1.4390,1109.4890,39.6890,46.5160
2020-01-14,23:58:00,1.3860,1109.3400,40.7120,44.1180
2020-01-14,23:59:00,1.3710,1107.0210,41.2010,42.8800
2020-01-15,00:00:00,1.4540,1108.2550,40.9270,44.2720
2020-01-15,00:01:00,1.5530,1108.2920,39.8730,48.1780
2020-01-15,00:02:00,1.5050,1108.1050,38.9550,49.8770
2020-01-15,00:03:00,1.4600,1106.8340,39.3670,47.8270
2020-01-15,00:04:00,1.4050,1106.9650,40.2900,45.0090
2020-01-15,00:05:00,1.3510,1107.5260,41.0350,43.2780
2020-01-15,00:06:00,1.4100,1108.1050,41.1350,42.9370
2020-01-15,00:07:00,1.5030,1108.3860,40.3710,46.4420
2020-01-15,00:08:00,1.5240,1107.1520,39.2180,49.7600
2020-01-15,00:09:00,1.4730,1106.8340,39.0450,49.0350
2020-01-15,00:10:00,1.4240,1107.0580,39.8310,46.0860
2020-01-15,00:11:00,1.3710,1108.2550,40.7980,43.8720
2020-01-15,00:12:00,1.3730,1107.1890,41.2450,42.8000
2020-01-15,00:13:00,1.4580,1108.4790,40.7250,44.8510
2020-01-15,00:14:00,1.5420,1106.7960,39.7160,48.7150
2020-01-15,00:15:00,1.4940,1107.0580,38.9350,49.7850
2020-01-15,00:16:00,1.4430,1105.7310,39.4550,47.4290
2020-01-15,00:17:00,1.3920,1107.0210,40.4190,44.6530
2020-01-15,00:18:00,1.3420,1108.2550,41.1540,43.2170
2020-01-15,00:19:00,1.4190,1107.1140,41.0400,43.2830
2020-01-15,00:20:00,1.5130,1106.9270,40.1510,47.0870
2020-01-15,00:21:00,1.5100,1105.7870,39.1180,49.9780
2020-01-15,00:22:00,1.4630,1105.6370,39.1600,48.7030
2020-01-15,00:23:00,1.4150,1106.9650,39.9730,45.7510
2020-01-15,00:24:00,1.3580,1106.9270,40.8810,43.5980
2020-01-15,00:25:00,1.3810,1107.0210,41.1880,42.6970
2020-01-15,00:26:00,1.4660,1106.8710,40.6510,45.4880
2020-01-15,00:27:00,1.5290,1105.7310,39.5090,49.2180
2020-01-15,00:28:00,1.4820,1107.0580,38.9330,49.5210
2020-01-15,00:29:00,1.4320,1105.6000,39.5330,47.0450
2020-01-15,00:30:00,1.3780,1105.6930,40.5560,44.3130
2020-01-15,00:31:00,1.3470,1105.4690,41.1810,43.1000
2020-01-15,00:32:00,1.4260,1105.7870,41.0080,43.7590
2020-01-15,00:33:00,1.5200,1105.8240,40.0700,47.5040
2020-01-15,00:34:00,1.5000,1104.4220,39.0010,49.9160
2020-01-15,00:35:00,1.4520,1104.0850,39.2260,48.2370
2020-01-15,00:36:00,1.4020,1105.6370,40.1220,45.3610
2020-01-15,00:37:00,1.3450,1104.3650,41.0150,43.4610
2020-01-15,00:38:00,1.3910,1104.4960,41.2010,42.7440
2020-01-15,00:39:00,1.4730,1105.6000,40.5020,46.0830
2020-01-15,00:40:00,1.5090,1104.4590,39.3990,49.7070
2020-01-15,00:41:00,1.4660,1104.3650,38.9640,49.3500
2020-01-15,00:42:00,1.4160,1105.5060,39.6530,46.5470
2020-01-15,00:43:00,1.3630,1105.1510,40.6860,44.1330
2020-01-15,00:44:00,1.3480,1104.5520,41.1980,42.8970
2020-01-15,00:45:00,1.4260,1103.0380,40.9150,44.2330
2020-01-15,00:46:00,1.5230,1103.0000,39.9040,48.0980
2020-01-15,00:47:00,1.4840,1103.2250,38.9110,49.9750
2020-01-15,00:48:00,1.4370,1103.1870,39.3040,47.8730
2020-01-15,00:49:00,1.3860,1103.4120,40.2530,45.0510
2020-01-15,00:50:00,1.3310,1104.4220,41.0470,43.3250
2020-01-15,00:51:00,1.3850,1104.3280,41.1470,42.7850
2020-01-15,00:52:00,1.4750,1103.0380,40.3750,46.3640
2020-01-15,00:53:00,1.4980,1103.0000,39.2840,49.7820
2020-01-15,00:54:00,1.4520,1103.1870,39.0550,49.1670
2020-01-15,00:55:00,1.4030,1102.9070,39.7870,46.2030
2020-01-15,00:56:00,1.3490,1103.2810,40.7270,43.9080
2020-01-15,00:57:00,1.3510,1101.8600,41.2150,42.8340
2020-01-15,00:58:00,1.4310,1103.0940,40.7690,44.6820
2020-01-15,00:59:00,1.5130,1103.0000,39.7800,48.5520
2020-01-15,01:00:00,1.4670,1104.0850,38.9080,49.8700
2020-01-15,01:01:00,1.4220,1103.1310,39.4380,47.4140
2020-01-15,01:02:00,1.3690,1101.9910,40.3490,44.6970
2020-01-15,01:03:00,1.3200,1100.6250,41.1270,43.1250
2020-01-15,01:04:00,1.3910,1103.0380,41.0100,43.2370
2020-01-15,01:05:00,1.4850,1101.8600,40.2270,47.0360
2020-01-15,01:06:00,1.4860,1100.5320,39.1430,49.8870
2020-01-15,01:07:00,1.4410,1101.8040,39.1500,48.8110
2020-01-15,01:08:00,1.3890,1101.7660,39.9430,45.7220
2020-01-15,01:09:00,1.3360,1101.6350,40.9150,43.6250
2020-01-15,01:10:00,1.3580,1101.8970,41.2010,42.7700
2020-01-15,01:11:00,1.4420,1101.7660,40.6270,45.5220
2020-01-15,01:12:00,1.5020,1101.3550,39.5870,49.1870
2020-01-15,01:13:00,1.4590,1100.6250,38.9690,49.5920
2020-01-15,01:14:00,1.4100,1101.8600,39.5160,47.0670
2020-01-15,01:15:00,1.3580,1100.6630,40.5730,44.4040
2020-01-15,01:16:00,1.3260,1100.5320,41.1980,43.0340
2020-01-15,01:17:00,1.4060,1100.6630,40.9610,43.8110
2020-01-15,01:18:00,1.5000,1099.0730,40.0800,47.6040
2020-01-15,01:19:00,1.4730,1099.2040,39.0350,49.9800
2020-01-15,01:20:00,1.4300,1099.0170,39.2600,48.2440
2020-01-15,01:21:00,1.3770,1099.3910,40.1510,45.3610
2020-01-15,01:22:00,1.3230,1099.1110,41.0420,43.4540
2020-01-15,01:23:00,1.3630,1099.3910,41.1620,42.7020
2020-01-15,01:24:00,1.4470,1099.2040,40.5370,45.9980
2020-01-15,01:25:00,1.4910,1099.1110,39.4180,49.3990
2020-01-15,01:26:00,1.4450,1098.0640,38.9960,49.4920
2020-01-15,01:27:00,1.3930,1099.1670,39.6800,46.6650
2020-01-15,01:28:00,1.3450,1099.3910,40.6220,44.1570
2020-01-15,01:29:00,1.3330,1100.6250,41.1640,42.8800
2020-01-15,01:30:00,1.4110,1099.4850,40.9050,44.2840
2020-01-15,01:32:00,1.4650,1096.6050,38.9350,50.0190
2020-01-15,01:33:00,1.4190,1096.7920,39.3650,47.9490
2020-01-15,01:34:00,1.3640,1098.0260,40.2730,45.1340
2020-01-15,01:35:00,1.3150,1098.1200,41.0930,43.3560
2020-01-15,01:36:00,1.3680,1097.8770,41.2100,42.8440
2020-01-15,01:37:00,1.4600,1097.8770,40.3880,46.4770
2020-01-15,01:38:00,1.4790,1098.0260,39.2990,49.6500
2020-01-15,01:39:00,1.4340,1097.8020,39.0790,49.1500
2020-01-15,01:40:00,1.3850,1096.6980,39.7990,46.2300
2020-01-15,01:41:00,1.3330,1096.5680,40.8250,43.9250
2020-01-15,01:42:00,1.3350,1096.6980,41.2450,42.8460
2020-01-15,01:43:00,1.4160,1096.7360,40.8390,44.7380
2020-01-15,01:44:00,1.5000,1096.7920,39.7750,48.5490
2020-01-15,01:45:00,1.4590,1096.8850,38.9620,49.9380
2020-01-15,01:46:00,1.4090,1096.5680,39.4040,47.5700
2020-01-15,01:47:00,1.3570,1096.8290,40.4440,44.8970
2020-01-15,01:48:00,1.3080,1096.6610,41.1470,43.2290
2020-01-15,01:49:00,1.3690,1096.6050,41.1030,43.0680
2020-01-15,01:50:00,1.4590,1095.4640,40.3070,46.8500
2020-01-15,01:51:00,1.4740,1096.6980,39.1790,49.8700
2020-01-15,01:52:00,1.4270,1096.1000,39.1130,49.0690
2020-01-15,01:53:00,1.3820,1095.3330,39.8290,46.0130
2020-01-15,01:54:00,1.3280,1096.8290,40.8910,43.8280
2020-01-15,01:55:00,1.3340,1095.1840,41.2470,42.7780
2020-01-15,01:56:00,1.4130,1096.7920,40.7980,44.9260
2020-01-15,01:57:00,1.4880,1096.6980,39.6890,48.7250
2020-01-15,01:58:00,1.4470,1095.3330,38.9500,49.7140
2020-01-15,01:59:00,1.3960,1096.0630,39.4990,47.2870
2020-01-15,02:00:00,1.3440,1096.5110,40.4340,44.5750
2020-01-15,02:01:00,1.2970,1095.5950,41.1620,43.1810
2020-01-15,02:02:00,1.3680,1095.3710,41.0620,43.2250
2020-01-15,02:03:00,1.4580,1095.3330,40.1750,47.0500
2020-01-15,02:04:00,1.4610,1094.0430,39.0820,49.9780
2020-01-15,02:05:00,1.4170,1094.1370,39.1130,48.8840
2020-01-15,02:06:00,1.3710,1095.2400,39.9750,45.7440
2020-01-15,02:07:00,1.3180,1095.4640,40.9370,43.6860
2020-01-15,02:08:00,1.3310,1094.6040,41.2370,42.7340
2020-01-15,02:09:00,1.4190,1094.0990,40.6900,45.3710
2020-01-15,02:10:00,1.4770,1092.8090,39.5920,49.0010
2020-01-15,02:11:00,1.4320,1094.1370,38.9250,49.7430
2020-01-15,02:12:00,1.3860,1094.0060,39.5620,47.0090
2020-01-15,02:13:00,1.3330,1095.3330,40.4950,44.4580
2020-01-15,02:14:00,1.3020,1095.1840,41.1960,43.1490
